Voti Fantacalcio 24ª giornata di campionato,,,,,,,,,,,,
Solo su www.fantacalcio.it i voti ufficiali per la tua lega,,,,,,,,,,,,
QUESTO FILE NON PUO' ESSERE RIPRODOTTO NE' PUBBLICATO SU ALTRI SITI INTERNET,,,,,,,,,,,,
E' DA CONSIDERARSI AD USO PERSONALE ESCLUSIVO DEGLI ISCRITTI DI FANTACALCIO.IT,,,,,,,,,,,,
Atalanta,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
5564,C,Ndoye,6,0,0,0,0,0,0,0,0,0
6054,C,Moro N.,6*,0,0,0,0,0,0,0,0,0
6206,C,Fabbian,6,0,0,0,0,0,0,0,0,0
4436,A,Cambiaghi,6,0,0,0,0,0,0,0,0,0
6572,A,Castro S.,6,0,0,0,0,0,0,0,0,0
6643,A,Dallinga,6,0,0,0,0,0,0,0,0,0
6895,A,Dominguez B.,6,0,0,0,0,0,0,0,0,0
4993,ALL,Italiano,6,0,0,0,0,0,0,0,0,0
Cagliari,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
4360,P,Caprile,6,0,1,0,0,0,0,0,0,0
393,D,Luperto,6.5,0,0,0,0,0,0,0,0,0
4210,D,Mina,7,0,0,0,0,0,0,0,0,0
4421,D,Augello,7,0,0,0,0,0,0,0,0,0
4433,D,Zortea,5.5,0,0,0,0,0,0,0,0,0
4461,D,Zappa,6.5,0,0,0,0,0,0,0,0,0
440,C,Viola,6,0,0,0,0,0,0,0,0,0
1871,C,Deiola,6*,0,0,0,0,0,0,0,0,0
4364,C,Gaetano,6.5,0,0,0,0,0,0,0,0,1
4870,C,Adopo,6,0,0,0,0,0,0,0,0,0
4965,C,Marin,6*,0,0,0,0,0,0,0,0,0
6232,C,Makoumbou,6,0,0,0,0,0,0,0,0,0
6640,C,Felici,6.5,0,0,0,0,0,0,0,0,0
247,A,Pavoletti,6*,0,0,0,0,0,0,0,0,0
4359,A,Piccoli,6,0,0,0,0,0,0,0,0,0
7016,A,Coman F.,7.5,1,0,0,0,0,0,0,0,0
1911,ALL,Nicola,7,0,0,0,0,0,0,0,0,0
Como,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
6966,P,Butez,5,0,2,0,0,0,0,0,0,0
418,D,Goldaniga,6,0,0,0,0,0,0,1,0,0
6230,D,Dossena,5.5,0,0,0,0,0,0,0,0,0
6867,D,Valle,6,0,0,0,0,0,0,1,0,0
6896,D,Van Der Brempt,6*,0,0,0,0,0,0,0,0,0
6944,D,Jack,6*,0,0,0,0,0,0,0,0,0
7014,D,Smolcic I.,6,0,0,0,0,0,0,0,0,0
4486,C,Strefezza,6,0,0,0,0,0,0,1,0,0
4658,C,Ikone',5.5,0,0,0,0,0,0,0,0,0
5559,C,Da Cunha,6,0,0,0,0,0,0,0,0,0
6151,C,Perrone,6,0,0,0,0,0,0,0,0,0
6676,C,Engelhardt,6*,0,0,0,0,0,0,0,0,0
6875,C,Paz N.,6.5,0,0,0,0,0,0,0,0,0
6967,C,Diao,7,1,0,0,0,0,0,0,0,0
2155,A,Cutrone,6.5,0,0,0,0,0,0,0,0,1
7017,A,Douvikas,6,0,0,0,0,0,0,0,0,0
2485,ALL,Fabregas,5.5,0,0,0,0,0,0,0,0,0
Empoli,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
6125,P,Vasquez D.,6,0,2,0,0,0,0,0,0,0
358,D,De Sciglio,5.5,0,0,0,0,0,0,0,0,0
770,D,Pezzella Giu.,5.5,0,0,0,0,0,0,0,0,0
5718,D,Viti,6,0,0,0,0,0,0,0,0,0
5804,D,Cacace,5.5,0,0,0,0,0,0,0,0,0
6537,D,Goglichidze,5.5,0,0,0,0,0,0,0,0,0
6809,D,Marianucci,5,0,0,0,0,0,0,0,1,0
27,C,Grassi,5.5,0,0,0,0,0,0,1,0,0
4376,C,Zurkowski,6,0,0,0,0,0,0,0,0,0
4498,C,Henderson L.,5.5,0,0,0,0,0,0,1,0,0
4992,C,Gyasi,6,0,0,0,0,0,0,0,0,0
6998,C,Bacci,6*,0,0,0,0,0,0,0,0,0
2762,A,Kouame',6,0,0,0,0,0,0,0,0,0
4463,A,Esposito Se.,5.5,0,0,0,0,0,0,0,0,0
4923,A,Colombo,6.5,0,0,0,0,0,0,0,0,0
6935,A,Konate Is.,6*,0,0,0,0,0,0,0,0,0
2824,ALL,D'Aversa,5.5,0,0,0,0,0,0,0,0,0
Fiorentina,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
2521,P,De Gea,6,0,2,0,0,0,0,0,0,0
2160,D,Gosens,6,0,0,0,0,0,0,0,0,0
4378,D,Ranieri L.,5.5,0,0,0,0,0,0,0,0,0
5449,D,Parisi,5.5,0,0,0,0,0,0,1,0,0
5603,D,Pongracic,5.5,0,0,0,0,0,1,0,0,0
5885,D,Dodo',5.5,0,0,0,0,0,0,0,0,0
6890,D,Moreno M.,6,0,0,0,0,0,0,0,0,0
333,C,Cataldi,6,0,0,0,0,0,0,0,0,0
1933,C,Mandragora,6.5,0,0,0,0,1,0,0,0,0
2766,C,Zaniolo,6,0,0,0,0,0,0,0,0,0
4465,C,Fagioli,6,0,0,0,0,0,0,0,0,0
6252,C,Folorunsho,6,0,0,0,0,0,0,0,0,0
6804,C,Richardson,5,0,0,0,0,0,0,1,0,0
2097,A,Kean,5.5,0,0,0,0,0,0,1,0,0
5800,A,Gudmundsson A.,6*,0,0,0,0,0,0,0,0,0
6409,A,Beltran L.,5.5,0,0,0,0,0,0,0,0,0
1909,ALL,Palladino,6,0,0,0,0,0,0,0,0,0
Genoa,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
188,P,Leali,6,0,1,0,0,0,0,0,0,0
791,D,Sabelli,6,0,0,0,0,0,0,0,0,0
2593,D,Martin,6,0,0,0,0,0,0,0,0,0
5514,D,Vasquez,6.5,0,0,0,0,0,0,0,0,0
5527,D,Zanoli,6,0,0,0,0,0,0,0,0,0
6244,D,Matturro,6,0,0,0,0,0,0,1,0,0
170,C,Badelj,5.5,0,0,0,0,0,0,0,0,0
4404,C,Thorsby,5,0,0,0,0,0,1,0,0,0
4970,C,Messias,6.5,0,0,0,0,0,0,1,0,1
5791,C,Frendrup,5.5,0,0,0,0,0,0,0,0,0
5813,C,Miretti,5.5,0,0,0,0,0,0,0,0,0
6917,C,Masini,6,0,0,0,0,0,0,0,0,0
2038,A,Pinamonti,7,1,0,0,0,0,0,0,0,0
5506,A,Ekuban,6,0,0,0,0,0,0,0,0,0
6164,A,Vitinha O.,5.5,0,0,0,0,0,0,0,0,0
6943,ALL,Vieira P.,6,0,0,0,0,0,0,0,0,0
Inter,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
2428,P,Sommer,6,0,1,0,0,0,0,0,0,0
513,D,Acerbi,6.5,0,0,0,0,0,0,0,0,0
2120,D,Bastoni,6.5,0,0,0,0,0,0,0,0,0
2525,D,Darmian,5.5,0,0,0,0,0,0,0,0,0
4177,D,Pavard,6.5,0,0,0,0,0,0,0,0,0
5877,D,Carlos Augusto,7,0,0,0,0,0,0,0,0,1
152,C,Zielinski,6.5,0,0,0,0,0,0,0,0,0
1870,C,Barella,7,0,0,0,0,0,0,1,0,0
2194,C,Calhanoglu,6.5,0,0,0,0,0,0,1,0,0
2529,C,Mkhitaryan,6,0,0,0,0,0,0,1,0,0
2848,C,Frattesi,6,0,0,0,0,0,0,0,0,0
5422,C,Zalewski,6,0,0,0,0,0,0,1,0,0
2764,A,Martinez L.,6.5,0,0,0,0,0,0,0,0,0
4268,A,Arnautovic,7,1,0,0,0,0,0,0,0,0
4871,A,Thuram,6,0,0,0,0,0,0,0,0,0
6628,A,Taremi,6*,0,0,0,0,0,0,0,0,0
826,ALL,Inzaghi S.,6.5,0,0,0,0,0,0,0,0,0
Juventus,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
5876,P,Di Gregorio,7,0,1,0,0,0,0,0,0,0
5831,D,Gatti,6.5,0,0,0,0,0,0,0,0,0
6766,D,Kelly L.,5.5,0,0,0,0,0,0,0,0,0
6802,D,Savona,5.5,0,0,0,0,0,0,1,0,0
827,C,Locatelli,6,0,0,0,0,0,0,0,0,0
4662,C,Weah,6.5,0,0,0,0,0,0,0,0,0
4911,C,Douglas Luiz,6,0,0,0,0,0,0,0,0,0
4973,C,McKennie,5.5,0,0,0,0,0,0,0,0,0
5562,C,Thuram K.,6,0,0,0,0,0,0,0,0,0
5685,C,Koopmeiners,5,0,0,0,0,0,0,0,0,0
6761,C,Veiga R.,6.5,0,0,0,0,0,0,0,0,0
6884,C,Conceicao,6,0,0,0,0,0,0,0,0,0
4179,A,Gonzalez N.,6,0,0,0,0,0,0,0,0,1
5951,A,Kolo Muani,8,1,0,0,0,1,0,0,0,0
6434,A,Yildiz,6,0,0,0,0,0,0,0,0,0
6833,A,Mbangula,6,0,0,0,0,0,0,0,0,0
4861,ALL,Thiago Motta,6,0,0,0,0,0,0,0,0,0
Lazio,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
2814,P,Provedel,6,0,1,0,0,0,0,0,0,0
460,D,Romagnoli,6,0,0,0,0,0,0,0,0,0
2188,D,Marusic,7,1,0,0,0,0,0,0,0,0
2263,D,Lazzari,5.5,0,0,0,0,0,0,0,0,0
5620,D,Tavares N.,6.5,0,0,0,0,0,0,0,0,0
5833,D,Gila,6.5,0,0,0,0,0,0,0,0,0
632,C,Zaccagni,7,0,0,0,0,0,0,0,0,1
4186,C,Guendouzi,6.5,0,0,0,0,0,0,0,0,0
4459,C,Rovella,7,0,0,0,0,0,0,0,0,1
5919,C,Tchaouna,6,0,0,0,0,0,0,0,0,0
6629,C,Dele-Bashiru,6.5,1,0,0,0,0,0,0,0,0
2489,A,Pedro,7.5,2,0,0,0,0,0,0,0,0
5672,A,Dia,6,0,0,0,0,0,0,0,0,0
6226,A,Castellanos,8,1,0,0,0,0,0,0,0,2
6398,A,Isaksen,6.5,0,0,0,0,0,0,0,0,0
6556,A,Noslin,6.5,0,0,0,0,0,0,0,0,1
2248,ALL,Baroni,8,0,0,0,0,0,0,0,0,0
Lecce,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
2134,P,Falcone,6,0,0,0,0,0,0,0,0,0
4502,D,Gallo,6,0,0,0,0,0,0,0,0,0
5626,D,Guilbert,6.5,0,0,0,0,0,0,0,0,0
5835,D,Baschirotto,6,0,0,0,0,0,0,0,0,0
6883,D,Jean,6,0,0,0,0,0,0,0,0,0
5504,C,Coulibaly L.,6,0,0,0,0,0,0,0,0,0
5872,C,Helgason,6,0,0,0,0,0,0,0,0,0
6015,C,Berisha M.,6*,0,0,0,0,0,0,0,0,0
6394,C,Ramadani,5.5,0,0,0,0,0,0,0,0,0
6459,C,Karlsson,6,0,0,0,0,0,0,0,0,0
6633,C,Pierret,6,0,0,0,0,0,0,0,0,0
6634,C,Tete Morente,5.5,0,0,0,0,0,0,0,0,0
6435,A,Krstovic,6,0,0,0,0,0,0,0,0,0
6549,A,Pierotti,5.5,0,0,0,0,0,0,0,0,0
7001,A,N'Dri,6*,0,0,0,0,0,0,0,0,0
681,ALL,Giampaolo,6,0,0,0,0,0,0,0,0,0
Milan,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
4312,P,Maignan,6,0,0,0,0,0,0,0,0,0
2515,D,Walker,6.5,0,0,0,0,0,0,0,0,0
4292,D,Hernandez T.,6,0,0,0,0,0,0,0,0,0
4751,D,Tomori,5,0,0,0,0,0,0,0,1,0
5022,D,Pavlovic,6,0,0,0,0,0,0,0,0,0
5812,D,Terracciano F.,6*,0,0,0,0,0,0,0,0,0
6055,D,Thiaw,6,0,0,0,0,0,0,0,0,0
6531,D,Jimenez A.,5,0,0,0,0,0,0,0,0,0
2423,C,Pulisic,7.5,0,0,0,0,0,0,0,0,2
4686,C,Fofana Y.,5.5,0,0,0,0,0,0,0,0,0
5295,C,Musah,6,0,0,0,0,0,0,0,0,0
6224,C,Reijnders,6,0,0,0,0,0,0,0,0,0
2544,A,Abraham,5.5,0,0,0,0,0,0,0,0,0
4510,A,Leao,7,1,0,0,0,0,0,0,0,0
4811,A,Joao Felix,6,0,0,0,0,0,0,1,0,0
7008,A,Gimenez,7,1,0,0,0,0,0,1,0,0
6960,ALL,Conceicao S.,6.5,0,0,0,0,0,0,0,0,0
Monza,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
6682,P,Pizzignacco,6,0,5,0,0,0,0,0,0,0
226,D,Izzo,5.5,0,0,0,0,0,0,0,0,0
729,D,Pereira P.,5,0,0,0,0,0,0,1,0,0
4530,D,Kyriakopoulos,6,0,0,0,0,0,0,0,0,0
6874,D,Palacios T.,4.5,0,0,0,0,0,0,0,0,0
6978,D,Lekovic,4.5,0,0,0,0,0,0,0,0,0
1978,C,Sensi,6.5,0,0,0,0,1,0,0,0,0
4377,C,Castrovilli,6,0,0,0,0,0,0,0,0,0
5425,C,Urbanski,5.5,0,0,0,0,0,0,0,0,0
5516,C,Bianco,5.5,0,0,0,0,0,0,0,0,0
5879,C,Vignato S.,6*,0,0,0,0,0,0,0,0,0
5880,C,Ciurria,5.5,0,0,0,0,0,0,0,0,0
6524,C,Zeroli,6*,0,0,0,0,0,0,0,0,0
6920,C,Martins K.,5,0,0,0,0,0,0,0,0,0
5882,A,Mota,5,0,0,0,0,0,0,0,0,0
7002,A,Ganvoula,5.5,0,0,0,0,0,0,0,0,0
4420,ALL,Bocchetti,4.5,0,0,0,0,0,0,1,0,0
Napoli,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
572,P,Meret,6.5,0,1,0,0,0,0,0,0,0
256,D,Juan Jesus,5.5,0,0,0,0,0,0,0,0,0
2816,D,Di Lorenzo,6.5,0,0,0,0,0,0,0,0,0
4409,D,Rrahmani,6,0,0,0,0,0,0,0,0,0
5481,D,Mazzocchi,5,0,0,0,0,0,0,0,0,0
536,C,Politano,6,0,0,0,0,0,0,0,0,1
4220,C,Zambo Anguissa,6,0,0,0,0,0,0,0,0,0
4287,C,Lobotka,5.5,0,0,0,0,0,0,0,0,0
4777,C,McTominay,7,1,0,0,0,0,0,0,0,0
5131,C,Gilmour,6*,0,0,0,0,0,0,0,0,0
6831,C,Neres,5.5,0,0,0,0,0,0,0,0,0
2061,A,Simeone,6,0,0,0,0,0,0,0,0,0
2531,A,Lukaku,5.5,0,0,0,0,0,0,0,0,0
4371,A,Raspadori,6,0,0,0,0,0,0,0,0,0
6145,A,Ngonge,5.5,0,0,0,0,0,0,0,0,0
6227,A,Okafor,6*,0,0,0,0,0,0,0,0,0
4416,ALL,Conte,5.5,0,0,0,0,0,0,0,0,0
Parma,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
6641,P,Suzuki,6,0,2,0,0,0,0,0,0,0
5862,D,Valeri,6,0,0,0,0,0,0,0,0,0
6245,D,Vogliacco,5,0,0,0,0,0,1,0,0,0
6664,D,Delprato,5,0,0,0,0,0,0,0,0,0
6887,D,Leoni,6.5,1,0,0,0,0,0,0,0,0
4423,C,Hernani,5.5,0,0,0,0,0,0,1,0,0
5319,C,Sohm,5.5,0,0,0,0,0,0,0,0,0
5393,C,Man,6,0,0,0,0,0,0,0,0,0
5421,C,Camara D.,6.5,0,0,0,0,0,0,1,0,0
6666,C,Bernabe',6,0,0,0,0,0,0,0,0,0
6898,C,Keita M.,5.5,0,0,0,0,0,0,0,0,0
6984,C,Ondrejka,5.5,0,0,0,0,0,0,0,0,0
5471,A,Djuric,6,0,0,0,0,0,0,0,0,0
5500,A,Cancellieri,5.5,0,0,0,0,0,0,0,0,0
6207,A,Almqvist,6*,0,0,0,0,0,0,0,0,0
6669,A,Bonny,6.5,0,0,0,0,0,0,0,0,1
2282,ALL,Pecchia,5.5,0,0,0,0,0,0,0,0,0
Roma,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
5841,P,Svilar,6,0,0,0,0,0,0,0,0,0
2296,D,Mancini,6.5,0,0,0,0,0,0,0,0,0
4317,D,N'Dicka,7,0,0,0,0,0,0,0,0,0
4657,D,Celik,6,0,0,0,0,0,0,1,0,0
4772,D,Angelino,6.5,0,0,0,0,0,0,0,0,0
6986,D,Rensch,6,0,0,0,0,0,0,0,0,0
7018,D,Nelsson,6,0,0,0,0,0,0,0,0,0
779,C,Cristante,6,0,0,0,0,0,0,1,0,0
795,C,El Shaarawy,6,0,0,0,0,0,0,0,0,0
4892,C,Saelemaekers,6,0,0,0,0,0,0,0,0,0
5823,C,Baldanzi,6,0,0,0,0,0,0,0,0,0
6190,C,Pisilli,6,0,0,0,0,0,0,0,0,0
7019,C,Gourna-Douath,6,0,0,0,0,0,0,1,0,0
309,A,Dybala,7,0,0,0,0,1,0,0,0,0
5311,A,Shomurodov,6*,0,0,0,0,0,0,0,0,0
6675,A,Dovbyk,6,0,0,0,0,0,0,0,0,0
4350,ALL,Ranieri C.,6.5,0,0,0,0,0,0,0,0,0
Torino,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
2170,P,Milinkovic-Savic V.,6,0,1,0,0,0,0,0,0,0
252,D,Biraghi,6,0,0,0,0,0,0,0,0,0
4374,D,Walukiewicz,6,0,0,0,0,0,0,0,0,0
4385,D,Lazaro,6.5,0,0,0,0,0,0,0,0,0
4665,D,Maripan,6,0,0,0,0,0,0,0,0,0
6426,D,Pedersen,5.5,0,0,0,0,0,0,0,0,0
6642,D,Coco,5.5,0,0,0,0,0,0,1,0,0
6820,D,Sosa B.,6,0,0,0,0,0,0,0,0,0
4890,C,Tameze,6,0,0,0,0,0,0,0,0,0
5453,C,Ricci S.,6,0,0,0,0,0,0,1,0,0
5687,C,Vlasic,6.5,0,0,0,0,0,0,0,0,0
5888,C,Casadei,6,0,0,0,0,0,0,0,0,0
6170,C,Gineitis,6,0,0,0,0,0,0,0,0,0
479,A,Sanabria,6*,0,0,0,0,0,0,0,0,0
2325,A,Karamoh,5.5,0,0,0,0,0,0,0,0,0
6646,A,Adams C.,5.5,0,0,0,0,0,0,0,0,0
6619,ALL,Vanoli,6,0,0,0,0,0,0,0,0,0
Udinese,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
6842,P,Sava,6,0,1,0,0,0,0,0,0,0
5555,D,Kamara H.,6,0,0,0,0,0,0,0,0,0
5847,D,Bijol,7,0,0,0,0,0,0,0,0,0
6047,D,Ehizibue,6*,0,0,0,0,0,0,0,0,0
6485,D,Kristensen T.,5.5,0,0,0,0,0,0,0,0,0
6956,D,Solet,7,0,0,0,0,0,0,0,0,0
5850,C,Lovric,6,0,0,0,0,0,0,0,0,0
6212,C,Zarraga,6*,0,0,0,0,0,0,0,0,0
6481,C,Payero,6,0,0,0,0,0,0,0,0,0
6680,C,Karlstrom,6.5,0,0,0,0,0,0,0,0,1
6684,C,Ekkelenkamp,7,1,0,0,0,0,0,0,0,0
6908,C,Atta,6.5,0,0,0,0,0,0,0,0,0
2369,A,Thauvin,6.5,0,0,0,0,0,0,0,0,0
6215,A,Lucca,6,0,0,0,0,0,0,1,0,0
6653,A,Bravo,6*,0,0,0,0,0,0,0,0,0
6623,ALL,Runjaic,6.5,0,0,0,0,0,0,0,0,0
Venezia,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
1843,P,Radu I.,6.5,0,1,0,0,0,0,0,0,0
6660,D,Marcandalli,5.5,0,0,0,0,0,0,0,0,0
6672,D,Idzes,6,0,0,0,0,0,0,0,0,0
6892,D,Schingtienne,6,0,0,0,0,0,0,0,0,0
6985,D,Candè,6,0,0,0,0,0,0,1,0,0
4349,C,Nicolussi Caviglia,6.5,0,0,0,0,0,0,0,0,0
5485,C,Bjarkason,6,0,0,0,0,0,0,0,0,0
5507,C,Busio,6,0,0,0,0,0,0,0,0,0
5998,C,Zerbin,6.5,0,0,0,0,0,0,0,0,0
6020,C,Ellertsson,5.5,0,0,0,0,0,0,0,0,0
6218,C,Oristanio,6,0,0,0,0,0,0,0,0,0
6904,C,Yeboah J.,6,0,0,0,0,0,0,0,0,0
6994,C,Perez K.,6,0,0,0,0,0,0,0,0,0
5881,A,Gytkjaer,6*,0,0,0,0,0,0,0,0,0
6250,A,Maric,6*,0,0,0,0,0,0,0,0,0
7022,A,Fila,6,0,0,0,0,0,0,1,0,0
691,ALL,Di Francesco,5.5,0,0,0,0,0,0,0,0,0
Verona,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
4957,P,Montipo',5.5,0,5,0,0,0,0,0,0,0
4493,D,Dawidowicz,5.5,0,0,0,0,0,0,0,0,0
5532,D,Bradaric,5,0,0,0,0,0,0,0,0,0
5554,D,Daniliuc,4.5,0,0,0,0,0,0,0,0,0
5764,D,Coppola D.,4,0,0,0,0,0,0,0,0,0
6480,D,Tchatchoua,4.5,0,0,0,0,0,0,0,0,0
6631,D,Ghilardi,4.5,0,0,0,0,0,0,1,0,0
6957,D,Valentini N.,5.5,0,0,0,0,0,0,0,0,0
6992,D,Oyegoke,6,0,0,0,0,0,0,0,0,0
2117,C,Kastanos,6,0,0,0,0,0,0,0,0,0
5540,C,Niasse,4.5,0,0,0,0,0,0,1,0,0
6486,C,Suslov,5,0,0,0,0,0,0,0,0,0
7028,C,Bernede,4.5,0,0,0,0,0,0,0,0,0
6159,A,Sarr A.,6,0,0,0,0,0,0,0,0,0
6630,A,Mosquera,5,0,0,0,0,0,0,0,0,0
6913,A,Lambourde,6*,0,0,0,0,0,0,0,0,0
5497,ALL,Zanetti,4,0,0,0,0,0,0,0,0,0
